timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles,difficulty,box_speed
2026-03-14T09:28:22.639524+00:00,agent_template,-13235.700000,6800.408474,10,1000,5,500,0,0,2
2026-03-15T09:57:25.671094+00:00,agent_template,8206.000000,42598.125571,10,1000,5,500,0,0,2
2026-03-21T14:01:07.071124+00:00,agent_template,-990.900000,10.444616,10,1000,5,500,0,0,2
